Fecha_Atencion,Adulto_NNA_NNAnA,Sexo,Fecha_Nacimiento,Edad,Pais_Origen,Departamento_Estado,Estado_Civil,Tipo_Poblacion,Hijos,Leer_Escribir,Grado_Estudio,Idiomas_Domina,Fecha_Salida_Pais_Origen,Viajo_Con_Alguien,Abuso_Derechos_Humanos_Antes_Mexico,Abuso_Derechos_Humanos_Al_Llegar_Mexico,Pago_Guia_Viajar,Fecha_Ingreso_Mexico,Ingreso_Mexico_Por,Destino_Final,Red_Apoyo_Mexico,Intento_Ingreso_EUA,Red_Apoyo_EUA,Estuvo_Estacion_Migratoria,Puso_Denuncia_Formal,Puede_Regresar_Pais,Tiene_Enfermedad,Padece_Alergia,Estuvo_Otro_Albergue_Mexico,Albergue_Casa_Monarca,Servicios_Brindados,Hospedado_Actualmente
2023-11-04,Adolescente no acompañado,Mujer,1975-12-31,46,Fiyi,Estado1,Separado/Separada,Refugiados,Si,No,Preescolar,Inglés,2023-03-01,No,Si,No,Si,2015-03-25,Chiapas,México,Si,No,Si,Si,No,Si,No,No,Si,No,Atención psicosocial,No
2023-06-23,Niña acompañada,Hombre,1970-08-20,57,Azerbaiyán,Estado5,Casado/Casada,Desplazados Internos,Si,Si,Secundaria,Portuges,2017-12-05,Si,Si,No,No,2021-07-14,Veracruz,Regresar a mi país de origen,Si,Si,Si,No,No,No,No,No,No,Si,Orientación en el acceso a la educación,No
2021-11-30,Niña acompañada,Mujer,1991-09-19,22,Irlanda,Estado2,Soltero/Soltera,MPP,Si,Si,Primaria,Criollo Haitiano,2018-08-14,No,No,Si,Si,2023-04-03,Palenque,Regresar a mi país de origen,Si,No,No,No,No,No,Si,Si,Si,No,Orientación a servicios prisológicos,No
2021-10-03,Adolescente acompañado,Hombre,1995-05-01,37,Italia,Estado4,Union Libre,Retornados,No,Si,Licenciatura,Garífona,2017-06-21,No,No,Si,No,2017-08-27,Veracruz,México,No,No,Si,Si,No,Si,No,No,Si,Si,Acceso a higiene (Regadera),Si
2020-07-30,Niña acompañada,Hombre,1977-05-31,14,Irlanda,Estado4,Union Libre,Retornados,No,Si,Primaria,Frances,2016-09-08,Si,No,Si,Si,2018-02-08,Tenosoique,Regresar a mi país de origen,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Orientación legal,No
2021-05-22,Niña acompañada,Hombre,1986-06-06,22,Egipto,Estado1,Divorciada / Divorciado,Tránsito,No,Si,Preescolar,Criollo Haitiano,2016-12-05,Si,Si,No,No,2021-03-06,Reynosa,Estados Unidos,Si,No,Si,No,No,No,No,Si,Si,No,Asesoría legal,No
2023-03-02,Niño no acompañado,Mujer,1962-02-10,26,Indonesia,Estado4,Casado/Casada,Desplazados Internos,No,No,Preescolar,Español,2021-10-12,No,Si,Si,No,2020-12-29,Reynosa,Estados Unidos,No,No,No,Si,No,Si,No,Si,Si,Si,Orientación a servicios prisológicos,Si
2020-10-22,Adolescente acompañado,Hombre,1978-09-19,59,Corea del Sur,Estado1,Casado/Casada,MPP,Si,No,Bachillerato Técnico,Español,2021-10-11,No,Si,No,No,2023-08-07,Tenosoique,Regresar a mi país de origen,No,No,No,No,Si,No,Si,Si,Si,No,Acceso a higiene (Regadera),No
2022-07-11,Niño no acompañado,Hombre,1968-03-02,49,Cabo Verde,Estado5,Union Libre,Refugiados,Si,Si,Secundaria,Criollo Haitiano,2018-09-07,No,No,Si,No,2023-06-16,Palenque,México,No,Si,Si,Si,No,No,Si,Si,Si,Si,Orientación en búsqueda de empleo,No
2021-09-28,Adolescente no acompañado,Hombre,1997-04-25,54,Catar,Estado2,Union Libre,Retornados,Si,Si,Preescolar,Frances,2017-07-08,Si,No,Si,No,2019-04-21,Tabasco,Estados Unidos,No,Si,No,Si,Si,Si,No,Si,Si,Si,Ropa y calzado,No
2020-06-29,Adolescente no acompañado,Mujer,1984-02-28,41,India,Estado5,Viuda/Viudo,MPP,No,Si,Sin escolarizar,Criollo Haitiano,2020-02-29,Si,Si,No,Si,2023-05-11,Tabasco,México,No,No,No,Si,No,Si,Si,No,Si,No,Orientación en la búsqueda de vivienda,No
2021-09-16,Niño no acompañado,Mujer,2005-08-08,38,Laos,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Primaria,Frances,2023-08-25,No,Si,Si,Si,2019-08-29,Tabasco,Estados Unidos,No,Si,Si,Si,Si,Si,No,No,No,Si,Orientación para acceder a servicios de salud,No
2021-06-10,Adolescente no acompañado,Mujer,1994-11-05,12,Estados Unidos,Estado3,Viuda/Viudo,Tránsito,No,No,Primaria,Frances,2022-01-28,Si,No,Si,No,2023-03-26,Tabasco,Estados Unidos,Si,Si,No,No,Si,No,No,Si,Si,No,Alimento,No
2023-02-05,Adolescente acompañado,Mujer,1964-12-18,49,Australia,Estado3,Casado/Casada,Retornados,Si,Si,Preparatoria,Garífona,2021-05-01,No,No,No,Si,2023-07-28,Tapachula,Regresar a mi país de origen,No,Si,Si,No,Si,No,Si,Si,No,Si,Orientación legal,No
2022-09-19,Adulto,Mujer,1972-08-30,43,Filipinas,Estado5,Divorciada / Divorciado,MPP,Si,No,Preescolar,Portuges,2015-08-09,Si,Si,No,No,2018-12-05,Tenosoique,Regresar a mi país de origen,No,No,No,Si,No,Si,Si,Si,Si,Si,Kit de higiene,No
2021-12-14,Niño no acompañado,Hombre,1968-09-19,49,Bielorrusia,Estado4,Separado/Separada,MPP,Si,No,Licenciatura,Español,2016-12-09,Si,No,No,Si,2019-03-06,Palenque,México,No,Si,Si,Si,Si,No,Si,Si,No,Si,Orientación en búsqueda de empleo,Si
2021-07-14,Niña no acompañada,Mujer,1980-03-07,36,Ecuador,Estado2,Viuda/Viudo,MPP,Si,Si,Bachillerato Técnico,Español,2023-08-22,Si,Si,Si,Si,2022-05-01,Chiapas,Regresar a mi país de origen,Si,Si,Si,Si,No,No,No,Si,No,Si,Canalización a servicios pricológicos,No
2022-12-25,Niña no acompañada,Mujer,1990-10-07,22,Emiratos Árabes Unidos,Estado3,Divorciada / Divorciado,Desplazados Internos,No,Si,Secundaria,Frances,2017-06-10,Si,Si,Si,No,2015-05-13,Chetumal,Estados Unidos,No,Si,Si,Si,No,Si,Si,No,No,No,Alimento,No
2021-09-30,Niña acompañada,Mujer,2005-07-02,54,Brasil,Estado3,Soltero/Soltera,Desplazados Internos,No,No,Licenciatura,Español,2016-01-21,Si,No,Si,No,2020-04-09,Reynosa,Estados Unidos,Si,No,Si,Si,No,No,No,No,No,No,Orientación en el acceso a la educación,No
2020-07-26,Adolescente no acompañado,Hombre,1992-10-29,42,Gambia,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Bachillerato Técnico,Inglés,2020-02-11,No,No,Si,Si,2022-09-24,Veracruz,México,No,Si,No,No,No,No,Si,Si,No,Si,Orientación en el acceso a la educación,No
2021-12-16,Niña no acompañada,Mujer,1995-10-07,15,Camerún,Estado2,Separado/Separada,Refugiados,No,No,Primaria,Frances,2020-06-09,No,No,Si,Si,2020-02-23,Tabasco,México,No,Si,Si,No,No,No,Si,Si,No,Si,Orientación en búsqueda de empleo,No
2022-12-06,Niña acompañada,Mujer,1994-08-13,33,Ecuador,Estado3,Soltero/Soltera,MPP,Si,Si,Licenciatura,Español,2023-10-21,Si,Si,No,No,2019-11-08,Veracruz,Estados Unidos,Si,No,No,Si,No,Si,Si,No,Si,No,Orientación en la búsqueda de vivienda,Si
2023-02-14,Adulto,Hombre,1967-02-09,28,Indonesia,Estado2,Soltero/Soltera,Retornados,Si,Si,Bachillerato Técnico,Inglés,2021-10-04,No,No,Si,Si,2020-06-17,Chetumal,Regresar a mi país de origen,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Orientación legal,No
2022-06-02,Adolescente acompañado,Mujer,1960-08-19,25,Laos,Estado3,Separado/Separada,Desplazados Internos,Si,Si,Primaria,Garífona,2023-02-13,No,No,No,Si,2022-05-31,Reynosa,Regresar a mi país de origen,No,Si,No,No,Si,No,Si,Si,Si,No,Orientación en la búsqueda de vivienda,No
2021-07-30,Adolescente acompañado,Hombre,1980-07-01,49,Jordania,Estado5,Viuda/Viudo,Desplazados Internos,Si,No,Primaria,Español,2017-12-01,Si,Si,Si,No,2015-08-17,Matamoros,México,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Atención psicosocial,No
2023-09-30,Adolescente acompañado,Hombre,1968-11-07,37,Ecuador,Estado5,Casado/Casada,MPP,No,No,Primaria,Inglés,2017-08-26,No,Si,No,Si,2019-08-22,Palenque,México,Si,No,No,No,No,No,Si,No,Si,Si,Orientación para acceder a servicios de salud,No
2022-09-19,Niña no acompañada,Hombre,1973-05-04,42,Burkina Faso,Estado2,Separado/Separada,Desplazados Internos,Si,Si,Primaria,Criollo Haitiano,2021-01-28,Si,No,Si,No,2022-04-28,Tapachula,Estados Unidos,No,No,No,No,Si,Si,Si,No,Si,No,Asesoría legal,Si
2021-06-23,Adulto,Hombre,1960-01-11,57,Chile,Estado5,Separado/Separada,Refugiados,Si,No,Sin escolarizar,Portuges,2020-02-28,No,Si,Si,No,2015-04-29,Veracruz,Estados Unidos,No,Si,Si,No,No,No,No,Si,No,Si,Canalización a servicios pricológicos,No
2020-05-02,Niña no acompañada,Hombre,1994-05-02,50,Colombia,Estado2,Separado/Separada,Refugiados,No,Si,Primaria,Criollo Haitiano,2015-04-19,No,Si,No,No,2022-02-15,Tabasco,México,No,Si,Si,No,Si,No,No,No,Si,No,Orientación para acceder a servicios de salud,No
2021-04-13,Adolescente no acompañado,Mujer,1976-09-25,22,Bielorrusia,Estado5,Soltero/Soltera,Desplazados Internos,Si,No,Preparatoria,Inglés,2018-07-09,No,Si,Si,Si,2019-07-04,Tenosoique,Estados Unidos,Si,Si,Si,Si,Si,No,No,No,No,No,Agua y alimento,No
2020-03-08,Niña no acompañada,Hombre,2005-07-30,52,Colombia,Estado5,Divorciada / Divorciado,MPP,No,Si,Licenciatura,Frances,2018-09-28,No,No,No,Si,2023-09-15,Veracruz,México,No,Si,No,No,No,No,No,Si,No,No,Canalización a servicios pricológicos,No
2020-09-14,Adulto,Hombre,1968-05-07,54,Azerbaiyán,Estado2,Casado/Casada,MPP,Si,No,Bachillerato Técnico,Frances,2017-09-19,No,No,Si,No,2015-05-27,Reynosa,México,No,Si,No,No,No,Si,Si,No,No,No,Orientación a servicios prisológicos,No
2021-12-21,Adulto,Mujer,2004-03-14,34,Finlandia,Estado4,Viuda/Viudo,MPP,Si,No,Preparatoria,Español,2019-10-08,No,Si,Si,No,2016-12-22,Matamoros,Regresar a mi país de origen,Si,Si,No,No,Si,No,Si,No,No,No,Atención psicosocial,No
2020-11-21,Adolescente no acompañado,Hombre,1966-10-12,51,Barbados,Estado5,Viuda/Viudo,Tránsito,Si,Si,Sin escolarizar,Criollo Haitiano,2019-10-07,No,Si,No,Si,2016-06-01,Palenque,México,Si,No,No,Si,No,No,No,No,No,No,Canalización a servicios pricológicos,No
2022-12-13,Adulto,Mujer,1984-12-01,45,Argentina,Estado3,Divorciada / Divorciado,Desplazados Internos,Si,Si,Preparatoria,Frances,2016-03-10,Si,Si,Si,Si,2020-08-23,Tenosoique,Estados Unidos,No,Si,Si,No,Si,Si,Si,No,No,Si,Orientación legal,No
2022-10-10,Adulto,Mujer,1989-11-15,36,Ciudad del Vaticano,Estado4,Separado/Separada,MPP,Si,Si,Preescolar,Frances,2016-06-09,Si,No,No,Si,2023-06-27,Reynosa,Regresar a mi país de origen,Si,Si,Si,No,Si,Si,No,No,Si,No,Alimento,No
2022-11-08,Adolescente acompañado,Mujer,1979-10-14,47,Afganistán,Estado2,Casado/Casada,Refugiados,Si,Si,Preescolar,Criollo Haitiano,2021-10-11,Si,Si,Si,No,2019-11-30,Matamoros,Regresar a mi país de origen,No,Si,Si,No,No,No,No,No,No,No,Kit de higiene,No
2021-07-28,Adolescente no acompañado,Hombre,1980-04-16,16,Albania,Estado4,Viuda/Viudo,Retornados,No,Si,Preescolar,Garífona,2016-06-29,Si,Si,Si,No,2023-07-08,Tenosoique,Estados Unidos,Si,No,Si,Si,Si,No,Si,Si,No,Si,Agua y alimento,No
2022-04-14,Niño acompañado,Hombre,1962-03-02,14,Estados Unidos,Estado1,Union Libre,Retornados,Si,No,Secundaria,Frances,2018-10-06,No,No,Si,Si,2018-05-21,Veracruz,Estados Unidos,No,Si,No,Si,No,Si,Si,Si,Si,No,Orientación a servicios prisológicos,No
2023-05-27,Niño acompañado,Hombre,2001-07-02,52,Croacia,Estado1,Viuda/Viudo,MPP,No,Si,Preescolar,Portuges,2022-12-27,No,Si,Si,Si,2019-01-05,Reynosa,Estados Unidos,Si,No,No,Si,No,No,No,Si,Si,Si,Acceso a higiene (Regadera),No
2022-09-29,Adulto,Mujer,1999-08-28,54,Burkina Faso,Estado5,Separado/Separada,Retornados,No,Si,Bachillerato Técnico,Inglés,2021-12-02,No,No,Si,Si,2020-03-12,Chiapas,México,Si,Si,Si,Si,Si,No,Si,No,Si,No,Orientación a servicios prisológicos,No
2023-09-17,Niño acompañado,Hombre,2000-01-30,40,Kiribati,Estado5,Union Libre,Retornados,Si,Si,Preparatoria,Español,2015-08-28,Si,No,Si,No,2017-07-20,Matamoros,Regresar a mi país de origen,Si,Si,No,Si,Si,No,No,Si,Si,No,Acceso a higiene (Regadera),No
2022-09-22,Niño acompañado,Hombre,1994-12-03,32,Armenia,Estado3,Divorciada / Divorciado,Tránsito,No,Si,Bachillerato Técnico,Frances,2020-03-18,Si,No,Si,No,2018-03-15,Chiapas,México,Si,Si,Si,No,No,No,No,No,Si,No,Ropa y calzado,No
2021-03-22,Adulto,Hombre,2009-05-10,51,Eslovenia,Estado4,Casado/Casada,Refugiados,Si,Si,Licenciatura,Portuges,2023-01-28,Si,Si,No,Si,2020-08-29,Chiapas,México,No,Si,No,Si,No,No,No,No,Si,Si,Agua y alimento,No
2021-01-17,Niño acompañado,Mujer,2003-04-06,19,Estados Unidos,Estado1,Divorciada / Divorciado,Refugiados,No,No,Preescolar,Portuges,2021-02-21,No,Si,Si,Si,2023-09-09,Tapachula,México,Si,Si,No,No,No,No,No,Si,Si,Si,Ropa y calzado,No
2023-11-30,Niña no acompañada,Mujer,2007-12-07,41,Bielorrusia,Estado5,Divorciada / Divorciado,Tránsito,Si,Si,Sin escolarizar,Frances,2022-04-15,Si,No,Si,No,2015-10-31,Matamoros,México,No,Si,No,Si,Si,No,Si,No,No,No,Asesoría legal,No
2020-08-28,Niña acompañada,Hombre,1995-05-06,52,Bulgaria,Estado4,Casado/Casada,Tránsito,No,Si,Secundaria,Garífona,2017-10-25,No,Si,Si,No,2021-12-28,Chiapas,Regresar a mi país de origen,Si,No,No,Si,No,No,No,Si,Si,No,Orientación en el acceso a la educación,No
2020-12-14,Adolescente no acompañado,Hombre,1980-05-15,39,Guinea,Estado5,Casado/Casada,Retornados,No,Si,Licenciatura,Inglés,2018-11-11,Si,No,No,Si,2023-03-01,Veracruz,Regresar a mi país de origen,Si,Si,No,Si,Si,No,No,No,No,Si,Orientación en búsqueda de empleo,No
2023-11-21,Niña acompañada,Hombre,1971-06-25,48,Camerún,Estado5,Viuda/Viudo,Desplazados Internos,Si,No,Sin escolarizar,Español,2015-02-20,No,Si,No,Si,2016-12-15,Reynosa,México,No,Si,No,No,Si,Si,No,Si,Si,Si,Ropa y calzado,No
2022-11-14,Adulto,Hombre,1972-10-22,40,Argelia,Estado1,Viuda/Viudo,Retornados,No,No,Secundaria,Frances,2021-06-01,Si,No,Si,Si,2022-03-20,Reynosa,Estados Unidos,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Agua y alimento,No
2020-06-05,Adolescente acompañado,Mujer,1967-12-03,27,España,Estado1,Casado/Casada,Tránsito,Si,Si,Licenciatura,Español,2019-12-03,No,No,Si,No,2015-11-22,Veracruz,Regresar a mi país de origen,Si,No,No,No,No,Si,No,Si,No,No,Orientación para acceder a servicios de salud,No
2022-11-19,Adolescente no acompañado,Mujer,1998-12-10,45,Islandia,Estado5,Union Libre,Refugiados,Si,Si,Preparatoria,Criollo Haitiano,2017-01-27,Si,Si,Si,Si,2023-01-12,Tapachula,México,No,Si,Si,Si,Si,No,No,Si,Si,Si,Asesoría legal,No
2020-02-10,Adulto,Mujer,2007-08-25,11,Grecia,Estado2,Soltero/Soltera,Retornados,Si,No,Bachillerato Técnico,Portuges,2015-04-27,Si,Si,No,No,2020-12-07,Palenque,Estados Unidos,Si,No,Si,Si,No,No,Si,No,Si,Si,Orientación en la búsqueda de vivienda,No
2022-10-11,Adolescente acompañado,Mujer,1991-08-22,23,Cuba,Estado5,Viuda/Viudo,Desplazados Internos,Si,No,Primaria,Portuges,2016-04-22,No,Si,Si,No,2017-05-12,Tapachula,Estados Unidos,No,Si,Si,Si,Si,No,No,Si,Si,Si,Canalización a servicios pricológicos,No
2023-07-23,Niña acompañada,Hombre,1985-01-03,22,Honduras,Estado5,Soltero/Soltera,Retornados,Si,No,Bachillerato Técnico,Frances,2016-01-19,No,Si,No,Si,2019-10-26,Reynosa,México,Si,Si,Si,Si,No,Si,No,No,Si,Si,Asesoría legal,No
2023-03-27,Adulto,Hombre,1975-05-22,38,Barbados,Estado3,Union Libre,MPP,No,Si,Preescolar,Frances,2015-08-26,Si,No,Si,Si,2016-12-14,Palenque,Regresar a mi país de origen,Si,No,Si,Si,No,Si,No,Si,Si,Si,Orientación en la búsqueda de vivienda,No
2021-09-27,Adolescente no acompañado,Hombre,1978-09-26,21,Estados Unidos,Estado3,Casado/Casada,Retornados,No,Si,Sin escolarizar,Criollo Haitiano,2016-03-22,No,No,No,No,2018-07-25,Tapachula,Estados Unidos,Si,No,Si,Si,Si,No,No,Si,Si,Si,Orientación legal,No
2023-06-16,Adolescente no acompañado,Mujer,1981-12-23,48,Islas Marshall,Estado3,Union Libre,Tránsito,No,No,Primaria,Garífona,2015-12-13,Si,Si,No,Si,2023-12-16,Chiapas,Regresar a mi país de origen,No,Si,No,No,No,Si,Si,Si,Si,Si,Orientación para acceder a servicios de salud,No
2021-01-01,Niño no acompañado,Hombre,1977-12-07,11,Islas Salomón,Estado2,Viuda/Viudo,Refugiados,Si,Si,Secundaria,Frances,2019-10-23,No,Si,Si,No,2016-05-02,Palenque,Regresar a mi país de origen,Si,No,No,No,Si,Si,Si,No,No,No,Orientación en búsqueda de empleo,No
2023-04-05,Niña no acompañada,Mujer,1977-06-14,41,Corea del Sur,Estado2,Divorciada / Divorciado,Refugiados,No,No,Preparatoria,Portuges,2017-09-23,Si,No,Si,Si,2021-08-29,Reynosa,Estados Unidos,Si,No,No,Si,Si,No,Si,Si,Si,Si,Canalización a servicios pricológicos,No
2023-10-23,Niño acompañado,Mujer,1981-04-27,22,Irak,Estado5,Casado/Casada,Tránsito,No,No,Preparatoria,Español,2023-06-27,No,Si,Si,Si,2020-08-03,Veracruz,México,Si,Si,Si,No,Si,No,No,Si,No,No,Ropa y calzado,No
2021-10-20,Adolescente acompañado,Hombre,1977-11-21,55,Georgia,Estado3,Separado/Separada,MPP,No,No,Secundaria,Inglés,2019-08-02,Si,Si,Si,Si,2018-07-10,Tabasco,Estados Unidos,Si,Si,Si,No,Si,Si,Si,No,No,No,Agua y alimento,No
2023-01-20,Niño no acompañado,Hombre,1983-09-09,36,Cabo Verde,Estado2,Soltero/Soltera,Tránsito,No,Si,Preescolar,Español,2019-12-08,Si,Si,Si,Si,2016-02-07,Chiapas,Estados Unidos,Si,Si,Si,No,Si,No,Si,Si,No,Si,Orientación en el acceso a la educación,Si
2020-12-02,Niño acompañado,Hombre,1977-06-23,58,Corea del Norte,Estado1,Union Libre,Retornados,No,No,Secundaria,Garífona,2020-04-23,Si,Si,Si,No,2019-09-23,Chiapas,Regresar a mi país de origen,Si,No,No,Si,Si,Si,No,No,No,No,Canalización a servicios pricológicos,No
2020-11-26,Niño acompañado,Mujer,1974-10-27,50,Fiyi,Estado5,Casado/Casada,Tránsito,Si,No,Licenciatura,Inglés,2018-04-07,No,No,Si,No,2016-05-29,Tabasco,México,Si,Si,No,Si,Si,Si,Si,Si,No,No,Asesoría legal,No
2021-04-12,Adulto,Hombre,1996-04-06,26,Islas Marshall,Estado4,Union Libre,Tránsito,Si,Si,Sin escolarizar,Español,2021-05-19,Si,No,No,No,2020-10-02,Chetumal,Regresar a mi país de origen,Si,Si,No,Si,No,Si,Si,Si,No,Si,Asesoría legal,No
2021-12-29,Niño acompañado,Mujer,1973-01-19,49,Argelia,Estado5,Casado/Casada,MPP,No,No,Sin escolarizar,Español,2018-07-22,No,Si,Si,Si,2017-08-30,Tenosoique,Estados Unidos,Si,No,Si,Si,Si,No,Si,Si,No,No,Orientación en búsqueda de empleo,No
2022-03-01,Niña no acompañada,Hombre,1961-08-05,40,Guinea Ecuatorial,Estado4,Viuda/Viudo,Retornados,Si,Si,Preescolar,Criollo Haitiano,2021-02-22,No,No,Si,No,2018-05-26,Matamoros,México,No,No,Si,No,Si,Si,No,No,Si,Si,Asesoría legal,No
2021-11-22,Adolescente no acompañado,Mujer,1980-05-09,43,Grecia,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Primaria,Garífona,2020-08-08,No,Si,No,No,2021-09-10,Tapachula,México,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Orientación en el acceso a la educación,No
2023-05-08,Niño no acompañado,Mujer,1986-07-14,33,Islas Marshall,Estado4,Viuda/Viudo,Desplazados Internos,No,Si,Secundaria,Portuges,2015-11-11,Si,Si,Si,No,2018-10-09,Chetumal,México,No,No,No,Si,No,No,Si,Si,Si,Si,Orientación en búsqueda de empleo,No
2020-04-21,Niño acompañado,Hombre,1982-03-12,54,Comoras,Estado3,Union Libre,Refugiados,No,No,Preescolar,Criollo Haitiano,2017-04-01,No,Si,Si,Si,2022-11-27,Tapachula,México,No,No,Si,Si,Si,No,Si,Si,No,Si,Orientación en el acceso a la educación,No
2021-12-21,Adulto,Mujer,1964-04-24,44,Afganistán,Estado1,Separado/Separada,Tránsito,Si,No,Sin escolarizar,Inglés,2015-08-14,No,No,Si,No,2018-02-07,Chetumal,México,No,No,Si,No,Si,Si,No,No,Si,Si,Canalización a servicios pricológicos,No
2023-01-26,Niña no acompañada,Mujer,1996-09-11,57,Dominica,Estado4,Viuda/Viudo,Refugiados,No,No,Primaria,Portuges,2019-09-08,No,No,Si,Si,2020-06-21,Palenque,Estados Unidos,Si,Si,Si,No,Si,No,No,No,No,Si,Agua y alimento,No
2022-03-25,Niña acompañada,Hombre,1963-04-30,15,Bosnia y Herzegovina,Estado5,Casado/Casada,MPP,Si,No,Secundaria,Criollo Haitiano,2016-09-04,Si,No,No,Si,2021-02-26,Veracruz,Estados Unidos,No,Si,Si,No,No,No,No,No,No,Si,Orientación en el acceso a la educación,No
2022-01-12,Adolescente no acompañado,Mujer,2002-06-20,28,Laos,Estado3,Viuda/Viudo,Desplazados Internos,Si,No,Preparatoria,Garífona,2016-09-27,No,No,No,No,2015-02-18,Matamoros,Estados Unidos,No,Si,No,No,Si,Si,No,No,Si,No,Kit de higiene,No
2022-03-18,Adolescente no acompañado,Hombre,1984-06-23,39,Bosnia y Herzegovina,Estado5,Divorciada / Divorciado,Tránsito,No,Si,Secundaria,Frances,2016-05-10,No,No,Si,Si,2019-03-07,Matamoros,Regresar a mi país de origen,No,No,No,No,No,No,Si,No,No,Si,Orientación en la búsqueda de vivienda,No
2023-10-03,Niño no acompañado,Mujer,1982-06-25,16,Barbados,Estado2,Viuda/Viudo,MPP,Si,Si,Bachillerato Técnico,Frances,2016-04-01,No,Si,Si,No,2015-05-11,Tapachula,México,Si,Si,Si,Si,Si,Si,No,No,No,No,Acceso a higiene (Regadera),No
2022-06-15,Adolescente no acompañado,Hombre,1972-09-18,19,Angola,Estado3,Union Libre,MPP,Si,No,Secundaria,Inglés,2023-07-13,No,Si,No,No,2022-09-18,Tabasco,México,No,Si,Si,No,Si,No,Si,Si,Si,Si,Orientación legal,No
2023-05-31,Niño acompañado,Hombre,1979-07-02,50,Benín,Estado4,Separado/Separada,Tránsito,Si,No,Bachillerato Técnico,Frances,2017-02-02,Si,No,Si,No,2017-06-03,Palenque,Estados Unidos,Si,No,No,No,No,No,No,Si,No,Si,Canalización a servicios pricológicos,No
2021-09-03,Adulto,Mujer,1984-11-05,41,Bielorrusia,Estado3,Divorciada / Divorciado,MPP,No,No,Primaria,Criollo Haitiano,2020-02-15,Si,No,No,No,2017-11-13,Matamoros,México,No,No,No,Si,Si,Si,No,Si,Si,Si,Orientación a servicios prisológicos,No
2021-03-30,Adolescente no acompañado,Mujer,1977-04-21,43,Eslovenia,Estado5,Union Libre,Tránsito,No,Si,Secundaria,Inglés,2023-11-30,No,No,No,No,2015-09-07,Tenosoique,Regresar a mi país de origen,No,Si,Si,Si,Si,Si,No,Si,No,No,Orientación para acceder a servicios de salud,No
2021-05-30,Adolescente no acompañado,Mujer,1966-04-02,37,Bután,Estado1,Union Libre,Tránsito,No,Si,Primaria,Portuges,2023-09-13,No,Si,No,Si,2022-09-26,Tapachula,México,Si,No,No,Si,Si,No,No,Si,No,No,Canalización a servicios pricológicos,No
2022-04-17,Niña acompañada,Mujer,2003-03-04,24,Lesoto,Estado3,Union Libre,Retornados,No,No,Primaria,Garífona,2021-02-12,No,No,Si,No,2021-03-22,Chiapas,México,Si,Si,No,No,No,No,Si,No,Si,No,Orientación en el acceso a la educación,No
2023-08-20,Niña acompañada,Mujer,1998-12-23,39,Australia,Estado4,Casado/Casada,Refugiados,Si,Si,Sin escolarizar,Inglés,2017-08-08,No,Si,Si,Si,2020-05-17,Tenosoique,Regresar a mi país de origen,No,Si,Si,Si,Si,No,Si,No,Si,No,Alimento,No
2023-03-09,Adolescente acompañado,Hombre,1994-01-09,46,Ecuador,Estado2,Union Libre,MPP,No,No,Preescolar,Portuges,2019-02-21,Si,Si,Si,No,2016-12-22,Reynosa,Estados Unidos,No,Si,No,No,Si,Si,Si,No,Si,No,Atención psicosocial,No
2021-02-24,Niña no acompañada,Mujer,1991-02-14,38,Bahréin,Estado1,Casado/Casada,MPP,No,No,Primaria,Inglés,2018-11-25,Si,No,No,No,2020-09-22,Tapachula,Estados Unidos,No,No,No,Si,No,No,No,Si,No,No,Canalización a servicios pricológicos,No
2022-09-15,Niño acompañado,Hombre,1968-07-29,31,Irak,Estado2,Union Libre,Retornados,No,No,Primaria,Español,2020-04-24,Si,Si,Si,No,2023-06-05,Tapachula,México,Si,No,No,No,No,Si,Si,No,No,Si,Atención psicosocial,No
2021-07-22,Adolescente no acompañado,Hombre,1997-01-06,13,Arabia Saudita,Estado3,Soltero/Soltera,Retornados,No,Si,Sin escolarizar,Español,2017-05-05,Si,Si,Si,Si,2023-04-13,Chiapas,Regresar a mi país de origen,Si,Si,No,No,Si,No,No,Si,Si,Si,Orientación en búsqueda de empleo,No
2022-01-08,Adolescente no acompañado,Mujer,1991-07-18,29,Bulgaria,Estado5,Divorciada / Divorciado,Retornados,Si,No,Sin escolarizar,Inglés,2018-07-28,No,No,No,Si,2020-07-20,Palenque,Estados Unidos,No,Si,Si,No,Si,No,No,No,Si,No,Alimento,No
2021-02-05,Adulto,Hombre,1972-01-20,41,Dominica,Estado5,Soltero/Soltera,Desplazados Internos,Si,No,Secundaria,Frances,2021-04-17,No,Si,Si,Si,2020-05-19,Chiapas,Estados Unidos,No,Si,No,No,No,No,Si,Si,Si,No,Alimento,No
2022-06-12,Adolescente acompañado,Hombre,1960-10-17,45,Eslovenia,Estado4,Union Libre,Desplazados Internos,Si,No,Sin escolarizar,Español,2017-05-06,Si,No,Si,Si,2018-11-09,Matamoros,Estados Unidos,Si,Si,No,Si,Si,No,No,No,No,No,Kit de higiene,No
